ano,periodo,Centro,Faculdade/ Escola,curso,nivel,QTD-ingressante
2017,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Química (IQ),Química - Atribuições Tecnológicas,Graduação,50
2019,2,,,Biodiversidade e Biologia Evolutiva,Doutorado,3
2019,2,,,Biodiversidade e Biologia Evolutiva,Mestrado,4
2019,2,,,"Bioética, Ética Aplicada e Saúde Coletiva",Doutorado,4
2019,2,,,"Bioética, Ética Aplicada e Saúde Coletiva",Mestrado,5
2019,2,,,Bioq.e Biologia Molecular-Curso em Associação,Mestrado,4
2019,2,,,Bioquímica,Doutorado,9
2019,2,,,Bioquímica,Mestrado,8
2019,2,,,Biotecnologia Vegetal,Doutorado,3
2019,2,,,Biotecnologia Vegetal,Mestrado,2
2019,2,,,Ciência de Alimentos,Doutorado,6
2019,2,,,Ciência de Alimentos,Mestrado,7
2019,2,,,Ciência e Tecnologia de Polímeros,Mestrado,1
2019,2,,,Ciências (Microbiologia),Doutorado,10
2019,2,,,Ciências (Microbiologia),Mestrado,16
2017,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Química (IQ),Química - Atribuições Tecnológicas,Graduação,1
2019,2,,,Ciências Biológicas (Biofísica),Doutorado,10
2019,2,,,Ciências Biológicas (Biofísica),Mestrado,14
2019,2,,,Ciências Biológicas (Botânica),Doutorado,4
2019,2,,,Ciências Biológicas (Botânica),Mestrado,5
2019,2,,,Ciências Biológicas (Fisiologia),Doutorado,5
2019,2,,,Ciências Biológicas (Fisiologia),Mestrado,2
2019,2,,,Ciências Biológicas (Genética),Doutorado,4
2019,2,,,Ciências Biológicas (Genética),Mestrado,5
2019,2,,,Ciências Biológicas (Zoologia),Doutorado,7
2019,2,,,Ciências Biológicas (Zoologia),Mestrado,9
2018,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Química (IQ),Química - Atribuições Tecnológicas,Graduação,49
2019,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Química (IQ),Química - Atribuições Tecnológicas,Graduação,53
2020,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Química (IQ),Química - Atribuições Tecnológicas,Graduação,36
1996,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,26
1996,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,25
1997,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,22
1997,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,20
1998,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2019,2,,,Ciências do Laboratório Clínico,Especialização,29
1998,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2019,2,,,Ciências Farmacêuticas,Doutorado,5
2019,2,,,Ciências Farmacêuticas,Mestrado,9
2019,2,,,Ciências Fisiológicas - Curso em Associação,Doutorado,1
2019,2,,,Ciências Fisiológicas- Curso em Associação,Mestrado,2
2019,2,,,Ciências Morfológicas,Doutorado,4
2019,2,,,Ciências Morfológicas,Mestrado,3
1999,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,25
2019,2,,,Clínica Médica,Doutorado,11
2019,2,,,Clínica Médica,Mestrado,14
1999,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,21
2000,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,25
2000,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,25
2001,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,1
2002,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,1
2003,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,2
2003,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,2
2004,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,1
2019,2,,,Design,Mestrado,10
2019,2,,,Direito,Doutorado,6
2005,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,1
2019,2,,,Ecologia,Doutorado,2
2019,2,,,Ecologia,Mestrado,2
2019,2,,,Economia da Indústria e da Tecnologia,Doutorado,7
2019,2,,,Economia da Indústria e da Tecnologia,Mestrado,1
2019,2,,,Educação,Mestrado,45
2019,2,,,Educação em Ciências e Saúde,Doutorado,13
2006,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,1
2019,2,,,EMBA Gestão Empresarial,Especialização,15
2019,2,Centro de Ciências da Saúde (CCS),Escola de Enfermagem Anna Nery ,Enfermagem,Doutorado,6
2007,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,21
2019,2,Centro de Ciências da Saúde (CCS),Escola de Enfermagem Anna Nery ,Enfermagem,Mestrado,13
2007,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,22
2019,2,Centro de Ciências da Saúde (CCS),Escola de Enfermagem Anna Nery ,Enfermagem Obstétrica,Especialização,27
2008,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,21
2008,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,20
2019,2,,,Engenharia Ambiental,Doutorado,2
2009,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2019,2,,,Engenharia Biomédica,Doutorado,3
2019,2,,,Engenharia Civil,Doutorado,8
2009,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2019,2,,,Engenharia Civil,Mestrado,1
2019,2,,,Engenharia da Nanotecnologia,Doutorado,2
2010,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2010,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,26
2011,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,19
2011,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,25
2012,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2019,2,,,Engenharia de Processos Químic. e Bioquímicos,Doutorado,2
2019,2,,,Engenharia de Produção,Doutorado,1
2012,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,22
2019,2,,,Engenharia de Produção,Mestrado,1
2019,2,,,Engenharia de Sistemas e Computação,Doutorado,2
2019,2,,,Engenharia de Sistemas e Computação,Mestrado,8
2019,2,,,Engenharia de Transportes,Doutorado,1
2019,2,,,Engenharia Elétrica,Doutorado,10
2013,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,24
2019,2,,,Engenharia Elétrica,Mestrado,20
2013,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,25
2019,2,,,Engenharia Mecânica,Doutorado,2
2014,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2019,2,,,Engenharia Metalúrgica e de Materiais,Doutorado,3
2014,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2019,2,,,Engenharia Nuclear,Doutorado,2
2015,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,25
2019,2,,,Engenharia Nuclear,Mestrado,1
2019,2,,,Engenharia Oceânica,Doutorado,5
2019,2,,,Engenharia Oceânica,Mestrado,1
2015,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2019,2,,,Engenharia Urbana,Especialização,24
2019,2,,,Estatística,Mestrado,2
2016,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2016,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2019,2,,,Farmacologia  e Química Medicinal,Mestrado,3
2019,2,,,Farmacologia e Química Medicinal,Doutorado,5
2017,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,22
2017,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2019,2,,,Física,Doutorado,6
2018,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2019,2,,,Fisica,Mestrado,5
2018,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2019,2,,,Fitoterapia Aplicada à Nutrição Clínica,Especialização,47
2019,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,23
2019,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,43
2020,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial,Graduação,33
2019,2,,,Geologia,Doutorado,2
2019,2,,,Geologia,Mestrado,7
2019,2,,,Gestão do Conhecimento e Intel. Empresarial,Especialização,12
2019,2,,,Gestão e Gerenciamento de Projetos,Especialização,40
2019,2,,,Gestão Pública,Especialização,25
2010,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,20
2011,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,19
2011,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,20
2012,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,21
2019,2,,,Imunologia e Inflamação,Doutorado,2
2019,2,,,Imunologia e Inflamação,Mestrado,2
2019,2,,,Informática,Doutorado,3
2012,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,21
2019,2,,,Letras (Letras Vernáculas),Doutorado,14
2019,2,,,Letras (Letras Vernáculas),Mestrado,11
2013,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,20
2013,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,18
2014,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,14
2014,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,20
2015,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,20
2015,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,20
2016,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,20
2016,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,20
2017,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,20
2017,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,20
2018,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,20
2018,2,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,19
2019,1,Centro de Tecnologia (CT),Escola de Química (EQ),Química Industrial - N,Graduação,20
2009,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,60
2009,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,60
2010,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,60
2010,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,62
2011,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,55
2011,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,64
2012,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,77
2019,2,,,Licenciatura em Física,Mestrado,2
2012,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,62
2013,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,76
2013,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,69
2014,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,68
2014,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,68
2015,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,70
2015,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,65
2016,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,72
2019,2,,,Lingüística e Línguas Indígenas,Mestrado Profissional,25
2019,2,,,Matemática,Doutorado,3
2019,2,,,Matemática,Mestrado,4
2019,2,,,MBA em Gestão Comercial,Especialização,26
2019,2,,,MBA em Gestão de Hospitais e Clínicas,Especialização,24
2019,2,,,"MBA em Governança, Projetos e Serviços de TI",Especialização,27
2019,2,,,MBA em Perícia Judicial e Cálculos Atuariais,Especialização,20
2019,2,,,MBE em Economia e Gestão da Sustentabilidade,Especialização,7
2019,2,,,MBE Pós-Graduação Executiva em Meio Ambiente,Especialização,11
2019,2,,,MBE Responsabilidade Social e Terceiro Setor,Especialização,19
2016,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,70
2019,2,,,Medicina (Anatomia Patológica),Doutorado,1
2019,2,,,Medicina (Anatomia Patológica),Mestrado,1
2019,2,,,Medicina (Cardiologia),Doutorado,3
2019,2,,,Medicina (Cardiologia),Mestrado,5
2019,2,,,Medicina (Doenças Infecciosas e Parasitárias),Doutorado,2
2019,2,,,Medicina (Endocrinologia),Mestrado,4
2019,2,,,Medicina (Radiologia),Doutorado,1
2019,2,,,Medicina (Radiologia),Mestrado,3
2017,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,64
2017,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,65
2019,2,,,Meteorologia,Mestrado,8
2019,2,,,Musculação e Treinamento de Força,Especialização,68
2019,2,,,Música,Doutorado,11
2018,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,64
2019,2,,,Música,Mestrado,12
2018,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,73
2019,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,69
2019,2,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,63
2019,2,,,Neurociências Aplicadas à Aprendizagem,Especialização,51
2019,2,,,Neurociências Aplicadas à Reabilitação,Especialização,26
2019,2,,,Nutrição,Doutorado,1
2020,1,Centro de Ciências Jurídicas e Econômicas (CCJE),Instituto de Relações Internacionais e Defesa,Relações Internacionais,Graduação,61
2019,2,,,Nutrição,Mestrado,2
2009,1,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,34
2019,2,,,Nutrição Clínica,Especialização,134
2019,2,,,Nutrição Clínica,Mestrado Profissional,8
2019,2,,,Odontologia,Doutorado,7
2010,1,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,34
2011,1,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,42
2012,1,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,40
2019,2,,,"Planej, Gestão e Controle de Obras Civis",Especialização,67
2019,2,,,Plantas Medicinais e Fitoterapia,Especialização,36
2019,2,,,Produtos Bioativos e Biociências,Mestrado,11
2019,2,,,Programa Institucional de Pós-Doutorado,Pós-doutorado,51
2012,2,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,1
2019,2,,,Psicossociologia de Comunidades e Ecol Social,Mestrado,1
2019,2,,,Psiquiatria e Saúde Mental,Doutorado,7
2019,2,,,Psiquiatria e Saúde Mental,Mestrado,5
2019,2,,,Química,Doutorado,14
2013,1,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,41
2019,2,,,Química,Mestrado,16
2019,2,,,Química Biológica,Doutorado,15
2019,2,,,Química Biológica,Mestrado,12
2019,2,,,Química de Produtos Naturais,Doutorado,2
2019,2,,,Química de Produtos Naturais,Mestrado,4
2014,1,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,40
2014,2,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,2
2019,2,Centro de Ciências da Saúde (CCS),Escola de Enfermagem Anna Nery ,RMultip em Enfermagem Obstétrica,Residência,1
2019,2,,,"Sab Prát Ed Bas - Alfabet, Leitura e Escrita",Especialização,40
2019,2,,,Sab Prát Ed Bas - Pol Púb Proj Socioc Esp Esc,Especialização,29
2019,2,,,Saúde Materno-Infantil,Mestrado,6
2015,1,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,40
2016,1,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,41
2019,2,,,Teoria Psicanalítica,Doutorado,7
2019,2,,,Terapia Nutricional em Pediatria,Especialização,57
2017,1,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,40
2019,3,,,Arquitetura,Doutorado,9
2019,3,,,Ciência e Tecnologia de Polímeros,Doutorado,10
2019,3,,,Ciência e Tecnologia de Polímeros,Mestrado,20
2019,3,,,Engenharia Ambiental,Doutorado,6
2019,3,,,Engenharia Biomédica,Doutorado,2
2019,3,,,Engenharia Civil,Doutorado,8
2019,3,,,Engenharia da Nanotecnologia,Doutorado,2
2019,3,,,Engenharia de Processos Químic. e Bioquímicos,Doutorado,10
2019,3,,,Engenharia de Processos Químic. e Bioquímicos,Mestrado,40
2019,3,,,Engenharia de Sistemas e Computação,Doutorado,3
2019,3,,,Engenharia de Sistemas e Computação,Mestrado,6
2019,3,,,Engenharia de Transportes,Doutorado,2
2019,3,,,Engenharia Elétrica,Doutorado,6
2019,3,,,Engenharia Elétrica,Mestrado,12
2019,3,,,Engenharia Mecânica,Mestrado,12
2019,3,,,Engenharia Metalúrgica e de Materiais,Doutorado,4
2019,3,,,Engenharia Metalúrgica e de Materiais,Mestrado,16
2019,3,,,Engenharia Oceânica,Doutorado,5
2019,3,,,Engenharia Química,Doutorado,20
2019,3,,,Formação em Ciências para Professores,Mestrado Profissional,18
2019,3,,,Informática,Doutorado,1
2019,3,,,Informática,Mestrado,1
2019,3,,,NanoBioSistemas(UFRJ/INMETRO/LNCC/FIOCRUZ),Doutorado,7
2019,3,,,NanoBioSistemas(UFRJ/INMETRO/LNCC/FIOCRUZ),Mestrado,2
2019,3,,,Programa Institucional de Pós-Doutorado,Pós-doutorado,20
2019,3,,,Projeto e Patrimônio,Mestrado Profissional,15
2019,3,,,Tecnologias de Processos Sustentáveis,Mestrado Profissional,11
2019,4,,,"Cidade, Políticas Urbanas e Movimentos Sociai",Especialização,8
2019,4,,,Ciência e Tecnologia de Polímeros,Mestrado,2
2019,4,,,Engenharia Ambiental,Doutorado,4
2019,4,,,Engenharia de Processos Químic. e Bioquímicos,Doutorado,1
2019,4,,,Engenharia de Processos Químic. e Bioquímicos,Mestrado,3
2019,4,,,Engenharia Nuclear,Doutorado,1
2019,4,,,Engenharia Oceânica,Doutorado,1
2019,4,,,Planejamento Urbano e Regional,Doutorado,3
2019,4,,,Planejamento Urbano e Regional,Mestrado,1
2020,0,,,Antropologia Social,Doutorado,1
2020,0,,,Ciências Biológicas (Fisiologia),Mestrado,1
2020,0,,,Letras (Letras Clássicas),Doutorado,1
2020,0,,,Letras (Letras Vernáculas),Doutorado,1
2020,0,,,Nutrição Clínica,Especialização,2
2020,0,,,Química Biológica,Mestrado,1
2020,0,,,RM em Pediatria,Residência,1
2020,0,,,Saúde Materno-Infantil,Mestrado,4
2020,0,,,Tecnologia para o Desenvolvimento Social,Mestrado Profissional,11
2020,1,,,Administração,Doutorado,15
2017,2,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,1
2020,1,,,Administração,Mestrado,23
2020,1,,,Alergia e Imunologia Clínica,Especialização,3
2020,1,,,Antropologia Social,Doutorado,23
2020,1,,,Antropologia Social,Mestrado,15
2020,1,,,Arqueologia,Doutorado,4
2020,1,,,Arqueologia,Mestrado,10
2020,1,,,Arquitetura,Doutorado,7
2020,1,,,Arquitetura,Mestrado,20
2018,1,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,40
2019,1,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,39
2020,1,Centro de Ciências da Saúde (CCS),Instituto de Estudos de Saúde Coletiva – IESC,Saúde Coletiva,Graduação,30
1982,2,Sem informação,Sem informação,Sem informação,Graduação,1
2020,1,,,Artes da Cena,Mestrado,16
2012,2,Sem informação,Sem informação,Sem informação,Graduação,1
1956,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,1
2020,1,,,Assistência a Usuários de Álcool e Drogas,Especialização,9
2020,1,,,Assistência Integral à Saúde Materno-Infantil,Especialização,15
2020,1,,,Astronomia,Doutorado,3
1957,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,1
2020,1,,,Astronomia,Mestrado,4
2020,1,,,Atenção Primária à Saúde,Mestrado Profissional,31
2020,1,,,Atenção Psicossocial,Mestrado Profissional,22
2020,1,,,Atenção Psicossocial na Infânc e Adolescência,Especialização,11
2020,1,,,Atuação em Endoscopia Respiratória,Residência,1
2020,1,,,Atuação em Gastroenterologia Pediátrica,Residência,2
2020,1,,,Atuação em Infectologia Pediátrica,Residência,2
2020,1,,,Atuação em Neonatologia,Residência,3
2020,1,,,Atuação em Neurologia Pediátrica,Residência,4
2020,1,,,Atuação em Nutrologia Pediátrica,Residência,1
2020,1,,,Atuação em Pneumologia Pediátrica,Residência,2
2020,1,,,Atuação em Reumatologia Pediátrica,Residência,2
1962,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,1
1963,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,2
1965,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,1
1967,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,3
2020,1,,,Biodiversidade e Biologia Evolutiva,Doutorado,3
2020,1,,,Biodiversidade e Biologia Evolutiva,Mestrado,3
2020,1,,,Bioq.e Biologia Molecular-Curso em Associação,Doutorado,4
2020,1,,,Bioq.e Biologia Molecular-Curso em Associação,Mestrado,3
2020,1,,,Bioquímica,Doutorado,5
2020,1,,,Bioquímica,Mestrado,3
2020,1,,,Biotecnologia Vegetal e Bioprocessos,Doutorado,1
2020,1,,,Biotecnologia Vegetal e Bioprocessos,Mestrado,2
2020,1,,,Ciência da Informação,Doutorado,15
2020,1,,,Ciência da Informação,Mestrado,12
2020,1,,,Ciência de Alimentos,Doutorado,4
2020,1,,,Ciência de Alimentos,Mestrado,5
2020,1,,,Ciência e Tecnologia de Polímeros,Doutorado,10
2020,1,,,Ciência e Tecnologia de Polímeros,Mestrado,16
2020,1,,,Ciências (Microbiologia),Doutorado,12
2020,1,,,Ciências (Microbiologia),Mestrado,12
2020,1,,,Ciências Ambientais e Conservação,Doutorado,1
2020,1,,,Ciências Ambientais e Conservação,Mestrado,14
1968,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,1
1970,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,5
1971,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,97
2020,1,,,Ciências Biológicas (Biofísica),Doutorado,6
2020,1,,,Ciências Biológicas (Biofísica),Mestrado,7
2020,1,,,Ciências Biológicas (Botânica),Doutorado,4
2020,1,,,Ciências Biológicas (Botânica),Mestrado,4
2020,1,,,Ciências Biológicas (Fisiologia),Doutorado,7
2020,1,,,Ciências Biológicas (Fisiologia),Mestrado,3
2020,1,,,Ciências Biológicas (Genética),Doutorado,5
2020,1,,,Ciências Biológicas (Genética),Mestrado,12
2020,1,,,Ciências Biológicas (Zoologia),Doutorado,7
2020,1,,,Ciências Biológicas (Zoologia),Mestrado,9
1972,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,52
1973,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,65
1973,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,2
1974,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,51
2020,1,,,Ciências Cirúrgicas,Doutorado,3
2020,1,,,Ciências Cirúrgicas,Mestrado,15
2020,1,,,Ciências Contábeis,Doutorado,10
1975,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,29
2020,1,,,Ciências Contábeis,Mestrado,15
1975,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,27
2020,1,,,Ciências Farmacêuticas,Doutorado,9
2020,1,,,Ciências Farmacêuticas,Mestrado,8
2020,1,,,Ciências Fisiológicas - Curso em Associação,Doutorado,1
2020,1,,,Ciências Fisiológicas- Curso em Associação,Mestrado,5
1976,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,46
2020,1,,,Ciências Morfológicas,Doutorado,4
2020,1,,,Ciências Morfológicas,Mestrado,4
1976,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,32
2020,1,,,Cirurgia e Traumatologia Buco-Maxilo-Facial,Especialização,2
2020,1,,,Clínica Médica,Doutorado,4
2020,1,,,Clínica Médica,Mestrado,12
2020,1,,,Clínica Psicanalítica,Especialização,10
1977,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,44
1977,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,29
2020,1,,,Comunicação,Doutorado,17
2020,1,,,Comunicação,Mestrado,26
1978,1,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,55
1978,2,Centro de Filosofia e Ciências Humanas (CFCH),Escola de Serviço Social (ESS),Serviço Social,Graduação,34
